time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal,time_bin
9.99985403348554,44,0.0386458415502818,0.0109280109212528,0.0402770942065163,1.0,1.0,1.0,0.7045454545454546,1y--10y
9.999901598173516,44,0.0110793140799778,0.0052045622760025,0.0090308724175375,1.0,1.0,1.0,1.0,1y--10y
9.999958675799087,44,0.0023963708855469,0.0009744504036923,0.001849051965366,1.0,1.0,1.0,1.0,1y--10y
10.00018698630137,44,0.0014247200006769,0.0005398006694335,0.0012460027669296,1.0,1.0,1.0,0.6363636363636364,10y--100y
10.000415296803654,44,0.001371359371377,0.0005244241540357,0.0010820551918671,1.0,1.0,1.0,0.7272727272727273,10y--100y
10.00098607305936,44,0.0013558625365546,0.0005533009927632,0.0010006724241982,1.0,1.0,1.0,0.6818181818181818,10y--100y
10.002584246575342,44,0.001360546775763,0.000511452059262,0.0010990373089437,1.0,1.0,1.0,0.6818181818181818,10y--100y
10.00532397260274,44,0.0012460780116659,0.0005174548947673,0.0009586641495134,1.0,1.0,1.0,0.7272727272727273,10y--100y
10.019022602739726,44,0.0004970523524911,0.0002134281311844,0.000358097049838,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.031554109589042,44,0.000389607175483,0.0001360831111709,0.0002839858148236,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.038200684931509,44,0.0003562691093746,0.0001130787040157,0.0002636422338298,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.076556849315068,44,0.0003540572282143,9.424650276024594e-05,0.0003022472386605,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.082036301369865,44,0.0003556936314689,9.245673802357607e-05,0.0003052150262242,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.153269178082192,44,0.000370233404472,8.515092925591677e-05,0.0003313921337861,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.499844520547946,44,0.0004017818986472,0.0001115419619029,0.000365027433505,1.0,1.0,1.0,0.9772727272727272,10y--100y
10.999844520547946,44,0.0004199389949852,0.0001333120948732,0.0003798153985266,1.0,1.0,1.0,0.9772727272727272,10y--100y
15.00026712328767,44,0.0004494684986807,0.0001588839746459,0.0004094613996432,1.0,1.0,1.0,0.9772727272727272,10y--100y
19.99968904109589,44,0.000453726737684,0.0001622868894155,0.0004132947766711,1.0,1.0,1.0,0.9772727272727272,10y--100y
110.00029109589045,44,0.0004596406134967,0.0001674315756894,0.0004179893713962,1.0,1.0,1.0,0.9772727272727272,100y--1ky
1010.0003075342466,44,0.0004597404164511,0.0001675128589456,0.000418077247033,1.0,1.0,1.0,0.9772727272727272,1ky--10ky
10009.844365068491,44,0.0004597549733808,0.0001675245518438,0.0004180905317558,1.0,1.0,1.0,0.9772727272727272,$>$10ky
